time,"P(B1|X1|X32)","P(B1|X1|X43)","P(B2|X8|X33)","P(B1|X1|X42)","V(B1|X1|X32)","V(B1|X1|X43)","V(B2|X8|X33)","V(B1|X1|X42)","I(B1|X1|X13)"
5.205000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,9.890979e-18,1.036198e-18,9.930167e-14,-3.950799e-14,-4.434288e-07
5.206000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,1.054181e-17,7.107803e-19,5.973261e-15,-2.995810e-14,2.721358e-06
5.207000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,1.043049e-17,5.223807e-19,-8.072403e-14,-1.517035e-14,-3.667597e-07
5.208000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,8.734890e-18,2.569085e-20,-1.575097e-13,3.987520e-15,1.307650e-06
5.209000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,6.388459e-18,-1.455815e-19,-2.217266e-13,2.628956e-14,1.629613e-06
5.210000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,3.845064e-18,-3.853628e-19,-2.714256e-13,5.021712e-14,2.257040e-06
5.211000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,1.661342e-18,-5.823260e-19,-3.054534e-13,7.405694e-14,3.965495e-06
5.212000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-3.682356e-19,-3.853628e-19,-3.233564e-13,9.595924e-14,2.052534e-06
5.213000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-1.755542e-18,3.425447e-20,-3.254548e-13,1.140904e-13,1.344787e-06
5.214000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-3.091466e-18,5.566352e-19,-3.127390e-13,1.267331e-13,2.794261e-06
5.215000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-4.393136e-18,8.734890e-19,-2.867337e-13,1.323925e-13,2.057861e-07
5.216000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-3.725174e-18,8.820526e-19,-2.494424e-13,1.299239e-13,1.567679e-06
5.217000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-4.161918e-18,7.535984e-19,-2.032186e-13,1.185991e-13,-9.252907e-07
5.218000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-3.374065e-18,6.508350e-19,-1.505941e-13,9.814171e-14,4.692163e-07
5.219000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-2.089523e-18,5.395079e-19,-9.418773e-14,6.882193e-14,-2.785402e-09
5.220000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-8.306709e-19,4.196173e-19,-3.659362e-14,3.147030e-14,8.899932e-07
5.221000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,2.200850e-18,2.911630e-19,1.975204e-14,-1.257290e-14,1.880533e-06
5.222000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,3.947828e-18,1.712724e-19,7.263383e-14,-6.148652e-14,1.875043e-06
5.223000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,6.456968e-18,4.453081e-19,1.201181e-13,-1.130227e-13,1.468293e-06
5.224000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,9.128817e-18,4.538718e-19,1.606812e-13,-1.646581e-13,-9.044519e-07
5.225000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,9.796779e-18,5.566352e-19,1.931780e-13,-2.136873e-13,3.653721e-06
5.226000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,9.702579e-18,3.511083e-19,2.168805e-13,-2.573544e-13,1.946790e-06
5.227000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,8.015546e-18,2.397813e-19,2.314238e-13,-2.930577e-13,1.656402e-06
5.228000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,5.686242e-18,1.969632e-19,2.367638e-13,-3.183847e-13,-2.716477e-07
5.229000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,3.656665e-18,3.853628e-19,2.332131e-13,-3.313587e-13,2.184389e-06
5.230000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,2.003887e-18,5.994533e-19,2.213804e-13,-3.305041e-13,7.949087e-07
5.231000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,5.052535e-19,8.049801e-19,2.020376e-13,-3.149697e-13,3.060235e-06
5.232000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-9.334344e-19,7.792892e-19,1.761475e-13,-2.845490e-13,1.180417e-06
5.233000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-2.277922e-18,8.734890e-19,1.447970e-13,-2.397861e-13,2.058794e-06
5.234000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-3.579592e-18,6.165805e-19,1.090595e-13,-1.819025e-13,2.232148e-06
5.235000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-4.864135e-18,4.709990e-19,7.005941e-14,-1.128111e-13,-1.228426e-07
5.236000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-4.179046e-18,-1.712724e-20,2.885194e-14,-3.505591e-14,5.929258e-07
5.237000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-4.530154e-18,-3.511083e-19,-1.348893e-14,4.832767e-14,2.173322e-06
5.238000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-3.202793e-18,-5.823260e-19,-5.597965e-14,1.339028e-13,2.308166e-06
5.239000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-1.918250e-18,-3.853628e-19,-9.770234e-14,2.180230e-13,2.651639e-06
5.240000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,1.130398e-18,3.425447e-20,-1.377809e-13,2.969757e-13,3.958409e-07
5.241000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,2.903066e-18,5.566352e-19,-1.754028e-13,3.671621e-13,2.013405e-06
5.242000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,4.564408e-18,8.734890e-19,-2.098322e-13,4.253151e-13,-2.217514e-07
5.243000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,7.047858e-18,8.820526e-19,-2.403640e-13,4.686144e-13,3.682835e-06
5.244000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,9.702579e-18,7.535984e-19,-2.663258e-13,4.947973e-13,5.270381e-07
5.245000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,1.035341e-17,6.508350e-19,-2.871198e-13,5.023666e-13,-2.713617e-06
5.246000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,1.025921e-17,5.395079e-19,-3.021763e-13,4.905455e-13,-4.747113e-08
5.247000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,8.572182e-18,4.196173e-19,-3.109990e-13,4.594149e-13,3.987351e-06
5.248000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,6.242877e-18,2.911630e-19,-3.131599e-13,4.099201e-13,1.413714e-06
5.249000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,3.708047e-18,3.511083e-19,-3.082963e-13,3.437875e-13,2.077829e-07
5.250000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,1.558578e-18,1.284543e-19,-2.961627e-13,2.635013e-13,2.812786e-06
5.251000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-4.624354e-19,2.569085e-20,-2.767107e-13,1.721689e-13,3.425467e-06
5.252000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-1.849741e-18,4.966898e-19,-2.500033e-13,7.338556e-14,3.049438e-06
5.253000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-3.185666e-18,5.651988e-19,-2.163592e-13,-2.894400e-14,1.865843e-06
5.254000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-4.487336e-18,5.138171e-19,-1.763090e-13,-1.307462e-13,1.275900e-06
5.255000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-3.819374e-18,4.196173e-19,-1.305570e-13,-2.279551e-13,1.895290e-07
5.256000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-4.256118e-18,2.911630e-19,-8.003740e-14,-3.166891e-13,5.448294e-07
5.257000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-2.971575e-18,1.712724e-19,-2.590704e-14,-3.934665e-13,2.967454e-06
5.258000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-1.695596e-18,-5.994533e-20,3.043481e-14,-4.553159e-13,1.639715e-06
5.259000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,1.353052e-18,-3.082902e-19,8.744188e-14,-4.998803e-13,1.568669e-07
5.260000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,3.125721e-18,-4.966898e-19,1.434120e-13,-5.255786e-13,7.303802e-07
5.261000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,4.795626e-18,-1.284543e-19,1.965937e-13,-5.316093e-13,1.243793e-06
5.262000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,7.261948e-18,4.110537e-19,2.452491e-13,-5.179725e-13,1.520766e-07
5.263000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,9.899542e-18,9.591252e-19,2.877069e-13,-4.854781e-13,1.757315e-06
5.264000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,1.054181e-17,1.404433e-18,3.223913e-13,-4.357653e-13,1.758576e-06
5.265000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,1.043049e-17,1.609960e-18,3.479306e-13,-3.710695e-13,4.069331e-06
5.266000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,8.734890e-18,1.490070e-18,3.631932e-13,-2.942323e-13,-1.482316e-07
5.267000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,6.388459e-18,9.419980e-19,3.674159e-13,-2.085177e-13,-4.945681e-07
5.268000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,3.845064e-18,6.337077e-19,3.601481e-13,-1.174383e-13,1.310833e-06
5.269000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,1.661342e-18,4.538718e-19,3.413940e-13,-2.465637e-14,3.817361e-07
5.270000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-3.682356e-19,3.339811e-19,3.115531e-13,6.621143e-14,4.433769e-06
5.271000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-1.755542e-18,2.397813e-19,2.714689e-13,1.517747e-13,2.893212e-06
5.272000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-3.091466e-18,1.455815e-19,2.223744e-13,2.289460e-13,4.257708e-06
5.273000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-4.393136e-18,5.994533e-20,1.658701e-13,2.950775e-13,7.307192e-07
5.274000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-3.725174e-18,-1.712724e-20,1.038306e-13,3.480387e-13,1.727446e-06
5.275000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-4.161918e-18,-1.027634e-19,3.840687e-14,3.863473e-13,1.544154e-06
5.276000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-3.374065e-18,-1.798360e-19,-2.810882e-14,4.091256e-13,-1.249531e-06
5.277000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-2.089523e-18,-2.654722e-19,-9.335782e-14,4.161876e-13,1.007390e-06
5.278000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-8.306709e-19,-6.251441e-19,-1.549814e-13,4.079407e-13,1.815820e-06
5.279000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,2.200850e-18,-6.765258e-19,-2.107829e-13,3.853392e-13,2.346728e-06
5.280000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,3.947828e-18,-4.367445e-19,-2.588028e-13,3.498828e-13,1.410464e-06
5.281000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,6.456968e-18,0.000000e+00,-2.973057e-13,3.034680e-13,3.934241e-06
5.282000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,9.128817e-18,5.309443e-19,-3.249384e-13,2.483363e-13,-3.856486e-07
5.283000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,9.796779e-18,8.477982e-19,-3.408150e-13,1.869319e-13,-1.276987e-06
5.284000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,9.702579e-18,8.477982e-19,-3.444377e-13,1.217990e-13,-5.020220e-08
5.285000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,8.015546e-18,7.279075e-19,-3.358118e-13,5.542064e-14,3.941315e-06
5.286000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,5.686242e-18,6.337077e-19,-3.153954e-13,-9.786477e-15,3.629036e-06
5.287000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,3.656665e-18,5.223807e-19,-2.841374e-13,-7.159567e-14,3.905466e-07
5.288000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,2.003887e-18,4.024900e-19,-2.433693e-13,-1.280767e-13,8.514355e-07
5.289000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,5.052535e-19,2.825994e-19,-1.947620e-13,-1.776383e-13,-7.529162e-07
5.290000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-9.334344e-19,1.712724e-19,-1.402303e-13,-2.190376e-13,1.716976e-06
5.291000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-2.277922e-18,-5.994533e-20,-8.183940e-14,-2.514105e-13,2.042526e-06
5.292000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-3.579592e-18,-3.082902e-19,-2.174371e-14,-2.742785e-13,2.502059e-06
5.293000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-4.864135e-18,-4.966898e-19,3.786792e-14,-2.875249e-13,1.224449e-06
5.294000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-4.179046e-18,-1.284543e-19,9.490941e-14,-2.913458e-13,2.609810e-06
5.295000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-4.530154e-18,4.110537e-19,1.475058e-13,-2.862058e-13,1.751470e-06
5.296000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-3.202793e-18,9.591252e-19,1.940531e-13,-2.728492e-13,1.406649e-06
5.297000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-1.918250e-18,1.404433e-18,2.332583e-13,-2.522270e-13,2.938765e-06
5.298000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,1.130398e-18,1.609960e-18,2.641462e-13,-2.254209e-13,4.025781e-06
5.299000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,2.903066e-18,1.490070e-18,2.861230e-13,-1.935949e-13,9.465341e-07
5.300000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,4.564408e-18,9.419980e-19,2.989916e-13,-1.579369e-13,9.053660e-07
5.301000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,7.047858e-18,6.337077e-19,3.029239e-13,-1.196263e-13,2.248221e-07
5.302000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,9.702579e-18,4.538718e-19,2.984278e-13,-7.978307e-14,-2.516482e-07
5.303000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,1.035341e-17,3.339811e-19,2.862761e-13,-3.944006e-14,1.725075e-06
5.304000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,1.025921e-17,2.397813e-19,2.674909e-13,4.254234e-16,-7.167240e-07
5.305000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,8.572182e-18,1.455815e-19,2.432557e-13,3.894360e-14,3.330753e-06
5.306000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,6.242877e-18,5.994533e-20,2.148868e-13,7.532994e-14,-1.332236e-08
5.307000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,3.708047e-18,-1.712724e-20,1.836872e-13,1.089306e-13,-9.749974e-07
5.308000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,1.558578e-18,-1.027634e-19,1.508951e-13,1.392212e-13,4.245782e-06
5.309000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-4.624354e-19,-1.798360e-19,1.177106e-13,1.657458e-13,1.088242e-06
5.310000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-1.849741e-18,-2.654722e-19,8.515957e-14,1.881211e-13,3.182185e-06
5.311000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-3.185666e-18,-6.251441e-19,5.406170e-14,2.060437e-13,7.063704e-07
5.312000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-4.487336e-18,-6.765258e-19,2.504837e-14,2.192917e-13,2.456646e-06
5.313000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-3.819374e-18,-4.367445e-19,-1.461698e-15,2.276635e-13,3.495191e-06
5.314000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-4.256118e-18,0.000000e+00,-2.532273e-14,2.310833e-13,1.445382e-06
5.315000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-2.971575e-18,5.309443e-19,-4.655192e-14,2.295227e-13,2.008378e-06
5.316000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-1.695596e-18,8.477982e-19,-6.533168e-14,2.230354e-13,1.459112e-06
5.317000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,1.353052e-18,8.477982e-19,-8.198671e-14,2.117430e-13,1.352712e-06
5.318000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,3.125721e-18,7.279075e-19,-9.686631e-14,1.958616e-13,5.589699e-08
5.319000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,4.795626e-18,6.337077e-19,-1.104287e-13,1.756991e-13,1.982281e-06
5.320000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,7.261948e-18,5.223807e-19,-1.230600e-13,1.516432e-13,1.995916e-06
5.321000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,9.899542e-18,5.823260e-19,-1.351056e-13,1.241597e-13,5.245692e-06
5.322000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,1.054181e-17,5.223807e-19,-1.467764e-13,9.387248e-14,-9.865356e-07
5.323000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,1.043049e-17,5.994533e-20,-1.582014e-13,6.145417e-14,5.310062e-06
5.324000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,8.734890e-18,-2.654722e-19,-1.693231e-13,2.768524e-14,-1.209608e-06
5.325000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,6.388459e-18,-5.052535e-19,-1.799151e-13,-6.598036e-15,2.873123e-06
5.326000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,3.845064e-18,-3.339811e-19,-1.896170e-13,-4.052283e-14,6.091722e-08
5.327000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,1.661342e-18,6.850894e-20,-1.979311e-13,-7.323478e-14,1.956851e-06
5.328000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-3.682356e-19,5.823260e-19,-2.042486e-13,-1.038990e-13,1.834265e-06
5.329000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-1.755542e-18,8.906163e-19,-2.078582e-13,-1.316809e-13,1.576914e-06
5.330000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-3.091466e-18,8.906163e-19,-2.080660e-13,-1.558459e-13,1.727462e-07
5.331000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-4.393136e-18,7.621620e-19,-2.041832e-13,-1.757742e-13,2.978109e-06
5.332000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-3.725174e-18,6.593986e-19,-1.956462e-13,-1.909670e-13,2.631749e-06
5.333000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-4.161918e-18,5.480715e-19,-1.819804e-13,-2.010459e-13,2.848687e-06
5.334000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-3.374065e-18,4.281809e-19,-1.629111e-13,-2.058274e-13,3.157708e-07
5.335000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-2.089523e-18,2.911630e-19,-1.383818e-13,-2.052848e-13,3.786657e-07
5.336000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-8.306709e-19,1.712724e-19,-1.086129e-13,-1.995957e-13,2.084458e-06
5.337000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,2.200850e-18,-5.994533e-20,-7.405724e-14,-1.890991e-13,-1.154107e-07
5.338000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,3.947828e-18,-3.082902e-19,-3.546730e-14,-1.742887e-13,6.924325e-07
5.339000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,6.456968e-18,-3.339811e-19,6.198133e-15,-1.557960e-13,1.921684e-06
5.340000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,9.128817e-18,-1.370179e-19,4.970469e-14,-1.343316e-13,2.882826e-06
5.341000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,9.796779e-18,3.082902e-19,9.361936e-14,-1.106645e-13,-7.418295e-08
5.342000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,9.702579e-18,5.994533e-19,1.363522e-13,-8.561541e-14,3.899775e-06
5.343000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,8.015546e-18,8.477982e-19,1.762893e-13,-5.999678e-14,2.108622e-06
5.344000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,5.686242e-18,8.392346e-19,2.117894e-13,-3.456444e-14,1.450426e-06
5.345000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,3.656665e-18,7.107803e-19,2.413392e-13,-1.004365e-14,8.672193e-07
5.346000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,2.003887e-18,7.792892e-19,2.635055e-13,1.289206e-14,1.327556e-06
5.347000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,5.052535e-19,5.480715e-19,2.770871e-13,3.373328e-14,2.086683e-06
5.348000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-9.334344e-19,4.281809e-19,2.811813e-13,5.211907e-14,-3.173572e-07
5.349000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-2.277922e-18,1.455815e-19,2.751840e-13,6.783626e-14,2.083708e-06
5.350000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-3.579592e-18,-1.284543e-19,2.588958e-13,8.077643e-14,-2.380549e-07
5.351000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-4.864135e-18,-3.853628e-19,2.325494e-13,9.098508e-14,2.888101e-06
5.352000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-4.179046e-18,-4.110537e-19,1.968084e-13,9.860652e-14,2.167762e-06
5.353000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-4.530154e-18,2.569085e-20,1.527246e-13,1.038827e-13,3.746967e-06
5.354000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-3.202793e-18,5.566352e-19,1.017509e-13,1.071297e-13,-5.503051e-07
5.355000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-1.918250e-18,8.734890e-19,4.566159e-14,1.086767e-13,-1.838956e-06
5.356000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,1.130398e-18,8.820526e-19,-1.348089e-14,1.088930e-13,1.405443e-06
5.357000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,2.903066e-18,7.535984e-19,-7.344691e-14,1.080937e-13,-2.195921e-09
5.358000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,4.564408e-18,6.508350e-19,-1.318750e-13,1.066138e-13,2.910932e-06
5.359000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,7.047858e-18,5.395079e-19,-1.863899e-13,1.047297e-13,1.085532e-07
5.360000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,9.702579e-18,4.196173e-19,-2.346975e-13,1.025798e-13,-6.627015e-07
5.361000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,1.035341e-17,2.911630e-19,-2.746775e-13,1.002301e-13,1.745115e-06
5.362000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,1.025921e-17,1.712724e-19,-3.045338e-13,9.767954e-14,3.428474e-06
5.363000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,8.572182e-18,-5.994533e-20,-3.228201e-13,9.486755e-14,1.635369e-06
5.364000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,6.242877e-18,-3.082902e-19,-3.285439e-13,9.160727e-14,-1.691849e-07
5.365000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,3.708047e-18,-3.339811e-19,-3.212342e-13,8.766879e-14,1.345984e-07
5.366000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,1.558578e-18,-1.370179e-19,-3.009568e-13,8.278745e-14,3.324512e-07
5.367000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-4.624354e-19,3.082902e-19,-2.682759e-13,7.665370e-14,4.804557e-07
5.368000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-1.849741e-18,5.994533e-19,-2.243236e-13,6.901519e-14,3.628940e-06
5.369000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-3.185666e-18,8.477982e-19,-1.707035e-13,5.963584e-14,1.203503e-06
5.370000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-4.487336e-18,8.392346e-19,-1.094944e-13,4.836275e-14,3.888561e-06
5.371000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-3.819374e-18,7.107803e-19,-4.316251e-14,3.510349e-14,2.152981e-06
5.372000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-4.256118e-18,6.080169e-19,2.553705e-14,1.992152e-14,3.533399e-07
5.373000e-10,7.052240e+00,7.690549e-01,7.052521e+00,7.690549e-01,-2.971575e-18,4.966898e-19,9.372437e-14,2.986605e-15,-2.053324e-07
