time,P(B1|X1|X5|X73),P(B2|X1|X5|X73),P(B1|X1|X5|X32),P(B2|X1|X5|X32),P(B1|X1|X5|X34),P(B2|X1|X5|X34),P(B1|X1|X1),P(B2|X1|X1),P(B1|X2|X1),P(B2|X2|X1),P(B1|X5|X1),P(B2|X5|X1),P(B1|X7|X1),P(B2|X7|X1),V(R31),V(R51),V(R72)
9.614e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241774,4.640268,5.207205,4.601286,17.87683,17.28636,13.78027,14.39575,-1.096143e-18,-2.941098e-07,2.192286e-18
9.615e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241774,4.640268,5.207205,4.601286,17.87683,17.28636,13.78027,14.39575,-1.096143e-18,-2.916652e-07,2.192286e-18
9.616e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241774,4.640268,5.207205,4.601286,17.87683,17.28636,13.78027,14.39575,-1.096143e-18,-2.892411e-07,2.192286e-18
9.617e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241774,4.640268,5.207205,4.601286,17.87683,17.28636,13.78027,14.39575,-1.096143e-18,-2.868371e-07,2.192286e-18
9.618e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241774,4.640268,5.207206,4.601286,17.87684,17.28636,13.78027,14.39575,-1.096143e-18,-2.844533e-07,2.192286e-18
9.619e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241774,4.640268,5.207206,4.601286,17.87684,17.28636,13.78027,14.39575,-1.096143e-18,-2.820893e-07,2.192286e-18
9.62e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241774,4.640268,5.207206,4.601286,17.87684,17.28637,13.78027,14.39575,-1.096143e-18,-2.797451e-07,2.192286e-18
9.621e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241774,4.640269,5.207206,4.601287,17.87684,17.28637,13.78027,14.39575,-1.096143e-18,-2.774204e-07,2.192286e-18
9.622e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241774,4.640269,5.207206,4.601287,17.87684,17.28637,13.78027,14.39575,-1.096143e-18,-2.751151e-07,2.192286e-18
9.623e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241774,4.640269,5.207206,4.601287,17.87684,17.28637,13.78027,14.39575,-1.096143e-18,-2.728291e-07,2.192286e-18
9.624e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241774,4.640269,5.207206,4.601287,17.87684,17.28637,13.78027,14.39575,-1.096143e-18,-2.705621e-07,2.192286e-18
9.625e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241774,4.640269,5.207206,4.601287,17.87685,17.28638,13.78028,14.39575,-1.096143e-18,-2.68314e-07,2.192286e-18
9.626e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241774,4.640269,5.207206,4.601287,17.87685,17.28638,13.78028,14.39576,-1.096143e-18,-2.660845e-07,2.192286e-18
9.627e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241774,4.640269,5.207206,4.601287,17.87685,17.28638,13.78028,14.39576,-1.096143e-18,-2.638737e-07,2.192286e-18
9.628e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241774,4.640269,5.207206,4.601287,17.87685,17.28638,13.78028,14.39576,-1.096143e-18,-2.616812e-07,2.192286e-18
9.629e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241774,4.640269,5.207206,4.601287,17.87685,17.28638,13.78028,14.39576,-1.096143e-18,-2.59507e-07,2.192286e-18
9.63e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241775,4.640269,5.207206,4.601287,17.87686,17.28639,13.78028,14.39576,-1.096143e-18,-2.573508e-07,2.192286e-18
9.631e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241775,4.640269,5.207206,4.601287,17.87686,17.28639,13.78028,14.39576,-1.096143e-18,-2.552126e-07,2.192286e-18
9.632e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241775,4.640269,5.207206,4.601287,17.87686,17.28639,13.78028,14.39576,-1.096143e-18,-2.530921e-07,2.192286e-18
9.633e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241775,4.640269,5.207206,4.601287,17.87686,17.28639,13.78028,14.39576,-1.096143e-18,-2.509893e-07,2.192286e-18
9.634e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241775,4.640269,5.207207,4.601288,17.87686,17.2864,13.78028,14.39576,-1.096143e-18,-2.489039e-07,2.192286e-18
9.635e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241775,4.640269,5.207207,4.601288,17.87687,17.2864,13.78029,14.39576,-1.096143e-18,-2.468359e-07,2.192286e-18
9.636e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241775,4.640269,5.207207,4.601288,17.87687,17.2864,13.78029,14.39577,-1.096143e-18,-2.44785e-07,2.192286e-18
9.637e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241775,4.640269,5.207207,4.601288,17.87687,17.2864,13.78029,14.39577,-1.096143e-18,-2.427512e-07,2.192286e-18
9.638e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241775,4.640269,5.207207,4.601288,17.87687,17.28641,13.78029,14.39577,-1.096143e-18,-2.407342e-07,2.192286e-18
9.639e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241775,4.640269,5.207207,4.601288,17.87688,17.28641,13.78029,14.39577,-1.096143e-18,-2.387341e-07,2.192286e-18
9.64e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241775,4.640269,5.207207,4.601288,17.87688,17.28641,13.78029,14.39577,-1.096143e-18,-2.367505e-07,2.192286e-18
9.641e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241775,4.640269,5.207207,4.601288,17.87688,17.28642,13.78029,14.39577,-1.096143e-18,-2.347835e-07,2.192286e-18
9.642e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241775,4.640269,5.207207,4.601288,17.87688,17.28642,13.78029,14.39577,-1.096143e-18,-2.328329e-07,2.192286e-18
9.643e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241775,4.640269,5.207207,4.601288,17.87689,17.28642,13.78029,14.39577,-1.096143e-18,-2.308984e-07,2.192286e-18
9.644e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241775,4.640269,5.207207,4.601289,17.87689,17.28643,13.7803,14.39578,-1.096143e-18,-2.289801e-07,2.192286e-18
9.645e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241775,4.64027,5.207208,4.601289,17.87689,17.28643,13.7803,14.39578,-1.096143e-18,-2.270777e-07,2.192286e-18
9.646e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241775,4.64027,5.207208,4.601289,17.8769,17.28643,13.7803,14.39578,-1.096143e-18,-2.251912e-07,2.192286e-18
9.647e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241775,4.64027,5.207208,4.601289,17.8769,17.28644,13.7803,14.39578,-1.096143e-18,-2.233205e-07,2.192286e-18
9.648e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241775,4.64027,5.207208,4.601289,17.8769,17.28644,13.7803,14.39578,-1.096143e-18,-2.214653e-07,2.192286e-18
9.649e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241775,4.64027,5.207208,4.601289,17.87691,17.28645,13.7803,14.39578,-1.096143e-18,-2.196255e-07,2.192286e-18
9.65e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241775,4.64027,5.207208,4.601289,17.87691,17.28645,13.78031,14.39579,-1.096143e-18,-2.178012e-07,2.192286e-18
9.651e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241776,4.64027,5.207208,4.601289,17.87691,17.28645,13.78031,14.39579,-1.096143e-18,-2.15992e-07,2.192286e-18
9.652e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241776,4.64027,5.207208,4.60129,17.87692,17.28646,13.78031,14.39579,-1.096143e-18,-2.141979e-07,2.192286e-18
9.653e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241776,4.64027,5.207209,4.60129,17.87692,17.28646,13.78031,14.39579,-1.096143e-18,-2.124188e-07,2.192286e-18
9.654e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241776,4.64027,5.207209,4.60129,17.87693,17.28647,13.78031,14.39579,-1.096143e-18,-2.106545e-07,2.192286e-18
9.655e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241776,4.64027,5.207209,4.60129,17.87693,17.28647,13.78031,14.3958,-1.096143e-18,-2.089049e-07,2.192286e-18
9.656e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241776,4.64027,5.207209,4.60129,17.87693,17.28648,13.78032,14.3958,-1.096143e-18,-2.0717e-07,2.192286e-18
9.657e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241776,4.64027,5.207209,4.60129,17.87694,17.28648,13.78032,14.3958,-1.096143e-18,-2.054495e-07,2.192286e-18
9.658e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241776,4.640271,5.207209,4.601291,17.87694,17.28649,13.78032,14.3958,-1.096143e-18,-2.037433e-07,2.192286e-18
9.659e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241776,4.640271,5.20721,4.601291,17.87695,17.28649,13.78032,14.3958,-1.096143e-18,-2.020513e-07,2.192286e-18
9.66e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241776,4.640271,5.20721,4.601291,17.87695,17.2865,13.78033,14.39581,-1.096143e-18,-2.003735e-07,2.192286e-18
9.661e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241776,4.640271,5.20721,4.601291,17.87696,17.28651,13.78033,14.39581,-1.096143e-18,-1.987096e-07,2.192286e-18
9.662e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241776,4.640271,5.20721,4.601291,17.87696,17.28651,13.78033,14.39581,-1.096143e-18,-1.970596e-07,2.192286e-18
9.663e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241776,4.640271,5.20721,4.601292,17.87697,17.28652,13.78033,14.39581,-1.096143e-18,-1.954233e-07,2.192286e-18
9.664e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241777,4.640271,5.20721,4.601292,17.87697,17.28652,13.78034,14.39582,-1.096143e-18,-1.938007e-07,2.192286e-18
9.665e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241777,4.640271,5.207211,4.601292,17.87698,17.28653,13.78034,14.39582,-1.096143e-18,-1.921915e-07,2.192286e-18
9.666e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241777,4.640271,5.207211,4.601292,17.87698,17.28654,13.78034,14.39582,-1.096143e-18,-1.905957e-07,2.192286e-18
9.667e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241777,4.640271,5.207211,4.601293,17.87699,17.28654,13.78034,14.39582,-1.096143e-18,-1.890132e-07,2.192286e-18
9.668e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241777,4.640272,5.207211,4.601293,17.877,17.28655,13.78035,14.39583,-1.096143e-18,-1.874439e-07,2.192286e-18
9.669e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241777,4.640272,5.207212,4.601293,17.877,17.28656,13.78035,14.39583,-1.096143e-18,-1.858876e-07,2.192286e-18
9.67e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241777,4.640272,5.207212,4.601293,17.87701,17.28657,13.78035,14.39583,-1.096143e-18,-1.843442e-07,2.192286e-18
9.671e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241777,4.640272,5.207212,4.601294,17.87701,17.28657,13.78036,14.39584,-1.096143e-18,-1.828137e-07,2.192286e-18
9.672e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241777,4.640272,5.207212,4.601294,17.87702,17.28658,13.78036,14.39584,-1.096143e-18,-1.812959e-07,2.192286e-18
9.673e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241777,4.640272,5.207212,4.601294,17.87703,17.28659,13.78036,14.39584,-1.096143e-18,-1.797907e-07,2.192286e-18
9.674e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241778,4.640272,5.207213,4.601294,17.87704,17.2866,13.78037,14.39585,-1.096143e-18,-1.78298e-07,2.192286e-18
9.675e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241778,4.640272,5.207213,4.601295,17.87704,17.28661,13.78037,14.39585,-1.096143e-18,-1.768177e-07,2.192286e-18
9.676e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241778,4.640273,5.207213,4.601295,17.87705,17.28662,13.78037,14.39585,-1.096143e-18,-1.753497e-07,2.192286e-18
9.677e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241778,4.640273,5.207214,4.601295,17.87706,17.28663,13.78038,14.39586,-1.096143e-18,-1.738939e-07,2.192286e-18
9.678e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241778,4.640273,5.207214,4.601296,17.87707,17.28664,13.78038,14.39586,-1.096143e-18,-1.724503e-07,2.192286e-18
9.679e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241778,4.640273,5.207214,4.601296,17.87708,17.28665,13.78038,14.39587,-1.096143e-18,-1.710186e-07,2.192286e-18
9.68e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241778,4.640273,5.207214,4.601296,17.87708,17.28666,13.78039,14.39587,-1.096143e-18,-1.695988e-07,2.192286e-18
9.681e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241779,4.640273,5.207215,4.601297,17.87709,17.28667,13.78039,14.39587,-1.096143e-18,-1.681908e-07,2.192286e-18
9.682e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241779,4.640274,5.207215,4.601297,17.8771,17.28668,13.7804,14.39588,-1.096143e-18,-1.667946e-07,2.192286e-18
9.683e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241779,4.640274,5.207215,4.601297,17.87711,17.28669,13.7804,14.39588,-1.096143e-18,-1.654099e-07,2.192286e-18
9.684e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241779,4.640274,5.207216,4.601298,17.87712,17.2867,13.78041,14.39589,-1.096143e-18,-1.640368e-07,2.192286e-18
9.685e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241779,4.640274,5.207216,4.601298,17.87713,17.28671,13.78041,14.39589,-1.096143e-18,-1.626751e-07,2.192286e-18
9.686e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241779,4.640274,5.207217,4.601299,17.87714,17.28672,13.78042,14.3959,-1.096143e-18,-1.613247e-07,2.192286e-18
9.687e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.24178,4.640275,5.207217,4.601299,17.87715,17.28674,13.78042,14.3959,-1.096143e-18,-1.599856e-07,2.192286e-18
9.688e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.24178,4.640275,5.207217,4.6013,17.87716,17.28675,13.78043,14.39591,-1.096143e-18,-1.586576e-07,2.192286e-18
9.689e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.24178,4.640275,5.207218,4.6013,17.87718,17.28676,13.78043,14.39591,-1.096143e-18,-1.573406e-07,2.192286e-18
9.69e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.24178,4.640275,5.207218,4.6013,17.87719,17.28678,13.78044,14.39592,-1.096143e-18,-1.560346e-07,2.192286e-18
9.691e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.24178,4.640275,5.207219,4.601301,17.8772,17.28679,13.78044,14.39593,-1.096143e-18,-1.547395e-07,2.192286e-18
9.692e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241781,4.640276,5.207219,4.601301,17.87721,17.28681,13.78045,14.39593,-1.096143e-18,-1.534552e-07,2.192286e-18
9.693e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241781,4.640276,5.20722,4.601302,17.87722,17.28682,13.78045,14.39594,-1.096143e-18,-1.521815e-07,2.192286e-18
9.694e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241781,4.640276,5.20722,4.601302,17.87724,17.28684,13.78046,14.39594,-1.096143e-18,-1.509185e-07,2.192286e-18
9.695e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241781,4.640276,5.20722,4.601303,17.87725,17.28685,13.78047,14.39595,-1.096143e-18,-1.496659e-07,2.192286e-18
9.696e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241782,4.640277,5.207221,4.601304,17.87726,17.28687,13.78047,14.39596,-1.096143e-18,-1.484238e-07,2.192286e-18
9.697e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241782,4.640277,5.207222,4.601304,17.87728,17.28689,13.78048,14.39597,-1.096143e-18,-1.47192e-07,2.192286e-18
9.698e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241782,4.640277,5.207222,4.601305,17.87729,17.2869,13.78049,14.39597,-1.096143e-18,-1.459704e-07,2.192286e-18
9.699e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241782,4.640278,5.207223,4.601305,17.87731,17.28692,13.78049,14.39598,-1.096143e-18,-1.44759e-07,2.192286e-18
9.7e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241783,4.640278,5.207223,4.601306,17.87732,17.28694,13.7805,14.39599,-1.096143e-18,-1.435577e-07,2.192286e-18
9.701e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241783,4.640278,5.207224,4.601307,17.87734,17.28696,13.78051,14.396,-1.096143e-18,-1.423663e-07,2.192286e-18
9.702e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241783,4.640279,5.207224,4.601307,17.87736,17.28698,13.78052,14.396,-1.096143e-18,-1.411849e-07,2.192286e-18
9.703e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241783,4.640279,5.207225,4.601308,17.87737,17.287,13.78053,14.39601,-1.096143e-18,-1.400132e-07,2.192286e-18
9.704e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241784,4.640279,5.207226,4.601309,17.87739,17.28702,13.78053,14.39602,-1.096143e-18,-1.388513e-07,2.192286e-18
9.705e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241784,4.64028,5.207226,4.601309,17.87741,17.28704,13.78054,14.39603,-1.096143e-18,-1.376991e-07,2.192286e-18
9.706e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241784,4.64028,5.207227,4.60131,17.87743,17.28706,13.78055,14.39604,-1.096143e-18,-1.365564e-07,2.192286e-18
9.707e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241785,4.64028,5.207228,4.601311,17.87745,17.28709,13.78056,14.39605,-1.096143e-18,-1.354232e-07,2.192286e-18
9.708e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241785,4.640281,5.207228,4.601312,17.87747,17.28711,13.78057,14.39606,-1.096143e-18,-1.342995e-07,2.192286e-18
9.709e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241785,4.640281,5.207229,4.601313,17.87749,17.28713,13.78058,14.39607,-1.096143e-18,-1.33185e-07,2.192286e-18
9.71e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241786,4.640281,5.20723,4.601313,17.87751,17.28716,13.78059,14.39608,-1.096143e-18,-1.320798e-07,2.192286e-18
9.711e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241786,4.640282,5.207231,4.601314,17.87753,17.28718,13.7806,14.39609,-1.096143e-18,-1.309838e-07,2.192286e-18
9.712e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241786,4.640282,5.207231,4.601315,17.87755,17.28721,13.78061,14.3961,-1.096143e-18,-1.298969e-07,2.192286e-18
9.713e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241787,4.640283,5.207232,4.601316,17.87758,17.28724,13.78062,14.39611,-1.096143e-18,-1.288191e-07,2.192286e-18
9.714e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241787,4.640283,5.207233,4.601317,17.8776,17.28727,13.78063,14.39612,-1.096143e-18,-1.277501e-07,2.192286e-18
9.715e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241788,4.640284,5.207234,4.601318,17.87763,17.28729,13.78065,14.39613,-1.096143e-18,-1.266901e-07,2.192286e-18
9.716e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241788,4.640284,5.207235,4.601319,17.87765,17.28732,13.78066,14.39615,-1.096143e-18,-1.256388e-07,2.192286e-18
9.717e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241789,4.640285,5.207236,4.60132,17.87768,17.28736,13.78067,14.39616,-1.096143e-18,-1.245963e-07,2.192286e-18
9.718e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241789,4.640285,5.207237,4.601321,17.8777,17.28739,13.78068,14.39617,-1.096143e-18,-1.235625e-07,2.192286e-18
9.719e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241789,4.640286,5.207238,4.601322,17.87773,17.28742,13.7807,14.39619,-1.096143e-18,-1.225372e-07,2.192286e-18
9.72e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.24179,4.640286,5.207239,4.601323,17.87776,17.28745,13.78071,14.3962,-1.096143e-18,-1.215205e-07,2.192286e-18
9.721e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.24179,4.640287,5.20724,4.601325,17.87779,17.28749,13.78072,14.39621,-1.096143e-18,-1.205122e-07,2.192286e-18
9.722e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241791,4.640287,5.207241,4.601326,17.87782,17.28752,13.78074,14.39623,-1.096143e-18,-1.195123e-07,2.192286e-18
9.723e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241792,4.640288,5.207242,4.601327,17.87785,17.28756,13.78075,14.39624,-1.096143e-18,-1.185207e-07,2.192286e-18
9.724e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241792,4.640289,5.207243,4.601328,17.87788,17.2876,13.78077,14.39626,-1.096143e-18,-1.175374e-07,2.192286e-18
9.725e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241793,4.640289,5.207245,4.60133,17.87792,17.28764,13.78078,14.39628,-1.096143e-18,-1.165622e-07,2.192286e-18
9.726e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241793,4.64029,5.207246,4.601331,17.87795,17.28768,13.7808,14.39629,-1.096143e-18,-1.155951e-07,2.192286e-18
9.727e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241794,4.640291,5.207247,4.601332,17.87799,17.28772,13.78082,14.39631,-1.096143e-18,-1.146361e-07,2.192286e-18
9.728e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241794,4.640291,5.207248,4.601334,17.87802,17.28776,13.78083,14.39633,-1.096143e-18,-1.13685e-07,2.192286e-18
9.729e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241795,4.640292,5.20725,4.601335,17.87806,17.28781,13.78085,14.39634,-1.096143e-18,-1.127419e-07,2.192286e-18
9.73e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241796,4.640293,5.207251,4.601337,17.8781,17.28785,13.78087,14.39636,-1.096143e-18,-1.118066e-07,2.192286e-18
9.731e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241796,4.640294,5.207253,4.601339,17.87814,17.2879,13.78089,14.39638,-1.096143e-18,-1.108791e-07,2.192286e-18
9.732e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241797,4.640294,5.207254,4.60134,17.87818,17.28795,13.78091,14.3964,-1.096143e-18,-1.099592e-07,2.192286e-18
9.733e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241798,4.640295,5.207255,4.601342,17.87822,17.288,13.78093,14.39642,-1.096143e-18,-1.090471e-07,2.192286e-18
9.734e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241799,4.640296,5.207257,4.601344,17.87826,17.28805,13.78095,14.39644,-1.096143e-18,-1.081425e-07,2.192286e-18
9.735e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241799,4.640297,5.207259,4.601345,17.87831,17.2881,13.78097,14.39647,-1.096143e-18,-1.072454e-07,2.192286e-18
9.736e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.2418,4.640298,5.20726,4.601347,17.87835,17.28815,13.78099,14.39649,-1.096143e-18,-1.063558e-07,2.192286e-18
9.737e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241801,4.640299,5.207262,4.601349,17.8784,17.28821,13.78101,14.39651,-1.096143e-18,-1.054735e-07,2.192286e-18
9.738e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241802,4.6403,5.207264,4.601351,17.87845,17.28827,13.78104,14.39653,-1.096143e-18,-1.045986e-07,2.192286e-18
9.739e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241803,4.640301,5.207266,4.601353,17.8785,17.28833,13.78106,14.39656,-1.096143e-18,-1.03731e-07,2.192286e-18
9.74e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241803,4.640302,5.207267,4.601355,17.87855,17.28839,13.78108,14.39658,-1.096143e-18,-1.028706e-07,2.192286e-18
9.741e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241804,4.640303,5.207269,4.601357,17.87861,17.28845,13.78111,14.39661,-1.096143e-18,-1.020173e-07,2.192286e-18
9.742e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241805,4.640304,5.207271,4.601359,17.87866,17.28851,13.78113,14.39664,-1.096143e-18,-1.011711e-07,2.192286e-18
9.743e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241806,4.640305,5.207273,4.601362,17.87872,17.28858,13.78116,14.39666,-1.096143e-18,-1.003319e-07,2.192286e-18
9.744e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241807,4.640306,5.207276,4.601364,17.87878,17.28865,13.78119,14.39669,-1.096143e-18,-9.949975e-08,2.192286e-18
9.745e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241808,4.640307,5.207278,4.601366,17.87884,17.28872,13.78122,14.39672,-1.096143e-18,-9.867446e-08,2.192286e-18
9.746e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.241809,4.640308,5.20728,4.601369,17.8789,17.28879,13.78125,14.39675,-1.096143e-18,-9.785602e-08,2.192286e-18
9.747e-10,5.282469,4.6871,5.28247,4.6871,5.282377,4.686992,5.24181,4.64031,5.207282,4.601371,17.87896,17.28887,13.78128,14.39678,-1.096143e-18,-9.704438e-08,2.192286e-18
